,id,free_text,CLEAN,OFFENSIVE,HATE,label_id
12,test_mlydvmiugq,"""đại_sứ kim châu quỳnh suho flowerman diary of trips vietnam fanpage in exo suho trở_thành đại_sứ của dimf anh myeon sắp tới sẽ đảm_nhận nhiệm_vụ trở_thành đại_sứ cho lễ_hội âm_nhạc toàn_cầu dimf daegu international musical festival diễn ra vào ngày đó mọi người ơi từ giờ hãy gọi anh là đại_sứ kim_nha cr exo_schedules cactus""",0.9999353,6.765641e-05,1.9435078e-05,0.0
13,test_gzfvdibfsu,"""bộ nhả kem touch me đến từ hàn_quốc giá sỉ cách sử_dụng thật đơn_giản bước bạn để kem đánh răng vào bộ sản_phẩm bước bạn bóp nhẹ hộp kem đánh răng sao cho một lượng nhỏ kem đánh răng xuống vị_trí chứa kem của sản_phẩm bước bạn dùng bàn_chải ấn nhẹ vào nút touch me từ đó về sau sẽ tự_động nhả kem lê_thị thương huyền lê_huyền""",0.9998691,7.9445184e-05,6.439454e-05,0.0
14,test_lvfvxpqbcl,"""ko thì về đi ngủ""",0.99667233,0.003240847,0.00086250796,0.0
15,test_etovjmajqa,"""lâu_lâu mới nhậu lần""",0.9996745,0.00035668508,4.5972465e-05,0.0
16,test_tqdiaembed,"""gái xinh nhà lavish khi các nàng dùng botox tươi ahihi lavish hồng anhh""",0.99979335,0.00018598071,7.819473e-05,0.0
17,test_gxnuvzatus,"""bích trâm hiến luôn kg""",0.9999193,8.022559e-05,2.669688e-05,0.0
18,test_jrurgvhlzz,"""nguyễn_thị thúy quyên type lê_mơ hàng thiết_kế new_cmt hcm""",0.9999419,4.7059748e-05,2.2111622e-05,0.0
19,test_qlcxdsjifc,"""đào_minh quân đứng đầu lun kinh vl""",0.9334971,0.08661866,0.0029609418,0.0
20,test_nkcwtddqai,"""em chưa muốn lấy ck hahak""",0.99908376,0.0008906917,0.00014499396,0.0
21,test_loispgiazp,"""liên_tục update mẫu quần_lót cho khách iuuu toàn ảnh tự tay chụp hết từ lúc đi buôn thái là chỉ dùng đồ lót thái thôi ngon bổ rẻ hết_mức ai đến nhà mà sờ vào lại cứ tưởng mấy lít ai_ngờ chỉ pack mua về ăn_vã hết lấy tại tổng_buôn nên khách cứ yên_tâm bán_lẻ nha mua về chia đôi với bạn_bè cực hời các nơi cứ nhà only pack mix màu hoặc màu bán chọn màu ánh dương""",0.9999893,1.4802511e-05,4.280556e-06,0.0
22,test_vvnnkenxfe,"""việt thư lễ_hội còn ngáo đá thế này""",0.99172336,0.00493366,0.0023378201,0.0
23,test_tlusltizzl,"""hay qua troiii utm_medium facebook utm_source iapp utm_campaign share nợ ai đó cả thế_giới new version phạm quỳnh anh zing mp album the greatest hits vẫn biết anh đang kề bên mà trong lòng sao cứ nhớ_mong nhiều thêm trái_tim nghe nhạc miễn_phí tải nhạc chất_lượng cao""",0.9994327,0.0006209459,0.00015094204,0.0
24,test_pursuuubwi,"""lylê phan_uk thoi it bua nua_di cho mua luon chu me toan di cho trong day co ra ngoai_di dau""",0.9800296,0.0048111933,0.012557314,0.0
25,test_diqhzpdzem,"""đéo liên_quan nhưng vữa nay lạnh vl""",0.121695645,0.8175611,0.019454004,1.0
26,test_jrdigpigbs,"""út nũng chị bị ung_thư anh vẫn kề cạnh chăm_sóc thấy chị tự_ti anh cũng cạo đi mái_tóc của mình cuộc_đời có phải chỉ cần một người bên cạnh mình mọi lúc khó_khăn gian_khó vầy là đủ rồi không nguồn""",0.9996815,0.00028192007,8.30253e-05,0.0
27,test_btkwljcpzo,"""đó giờ xem phim này nghĩ chỉ trong phim mới có mấy thứ lồn này đâu nghĩ có ngày mình lại gặp phải phương nguyễn_pho ai xem hết phim này thì chỉ_tội cho katun yeahnews phim tình_yêu không có lỗi lỗi bạn thân link youtube""",0.95164776,0.008729035,0.00825601,0.0
28,test_jzlwbhkpau,"""mê cùng phê vl""",0.9992617,0.0010535849,4.1396226e-05,0.0
29,test_fgytykvthm,"""xem_lại quần vs""",0.9996245,0.00043410007,5.0071238e-05,0.0
30,test_tvzkcvuvlp,"""pham vu toan fbclid iwardiyoev gjentu chuyến viếng_thăm tử_thần điểm lại những chuyến đột_nhập nhà hoang đẫm máu trên màn_ảnh rộng nhà hoang là điểm dừng chân quen_mặt với những fan yêu thích dòng phim kinh_dị tại đây những màn đoạt mạng kinh_hoàng đã diễn ra nhiều đến_nỗi khán_giả không_thể_nào kể xiết""",0.99694014,0.0018403716,0.0007322333,0.0
31,test_rxfytyoefe,"""mua đôi hàng bitit size""",0.99997085,2.7475311e-05,1.2421361e-05,0.0
32,test_fzoljskyab,"""mệt_mỏi vcd trong đầu giờ chả suy_nghĩ đc gì cứ văng_vẳng câu cục xì lầu ông bê lắp cục xì lầu ông bê lắp 제발 도와주세요 tôi bị gì thế nàyyyyyy ngọc_lan mì chin kết tà""",0.99921244,0.00095349044,0.000120147706,0.0
33,test_wzodggeapa,"""tin cá vl""",0.9930875,0.009512466,0.00021724138,0.0
34,test_vvrbomnhck,"""trước giờ toàn tự hỏi làm gì để nhiều tiền chứ có bao_giờ dám nghĩ tiền nhiều để làm gì đâu đời""",0.99764025,0.0022502635,0.00039697863,0.0
35,test_pixgxkdrdz,"""bút_bi học nhảy bí_mật nguyen trinh""",0.9994788,0.00057551416,0.00011896799,0.0
36,test_jpkfbqezbo,"""tải về sao ae""",0.9986607,0.0015299246,0.00025032254,0.0
37,test_fnlciuhmlf,"""đừng bảo cảm_ơn mà bị chửi nếu đéo biết cái giải này nó trao để tôn_vinh đối_tượng như nào nha còn là nói_thẳng mấy con vô nói chỉ cảm_ơn mà bị chửi ấy thì là ngu thật là giả ngu vô kháy vài phát cảm_ơn teddy thì viết hoa tên ngta đàng_hoàng chút với cả lựa đúng bài mà vô_cảm_ơn ha cmt ngu ngục đi kháy mà ko dám nhận bị ngta chửi kêu chỉ cảm_ơn""",0.2279449,0.00995363,0.4438053,2.0
38,test_qvibaxlabj,"""hay dỗi cũng xin chào bạn nhé bạn giống bạn hoà_giải của tớ quá""",0.9980876,0.002283881,0.00037437654,0.0
39,test_jflqnbckfs,"""duyen nguyen ui xl nha tao only jessica đéo có ưa nên đừng ns là sone dị vl làm như thông_thái ai_ngờ ngu vc""",0.030253077,0.113887034,0.3275944,2.0
40,test_olivkliday,"""khăn qua tặng tù dove kt lớnxcm nhỏ cm giá trang_thảo nguyễn nguyễn_thảo trang""",0.9999223,6.0440147e-05,2.2663902e-05,0.0
41,test_ibdvqworos,"""case mugen ít có chất_liệu nhôm bảo_vệ remote ném chọi vô_tư cao thanh phong""",0.9985571,0.0009813603,0.00036983844,0.0
42,test_giswpbvhus,"""văn_đức đào đây nứa nè""",0.9973351,0.0021248239,0.00068274525,0.0
43,test_tbksdxtwda,"""bạn check mình nhé""",0.99943775,0.00059119484,9.7960496e-05,0.0
44,test_cqmmxuodsf,"""phuong nguyen duy_thiệu công_nhận là phải phong nhạc_sĩ doãn nho là bậc tiên_tri hơn bà lão bên nga rồi các bạn ngày_xưa chiến_tranh thế_mà bác ấy đã tiên_tri trước rồi""",0.998834,0.0004832013,0.00051772187,0.0
45,test_ciolbfgflx,"""kinh vl""",0.785566,0.23490922,0.0078662615,0.0
46,test_kqjwzteall,"""tuyết hít le mệt vl""",0.9860691,0.017893538,0.00066375773,0.0
47,test_hpjhpheeqo,"""cmt dạo sẽ thành fan cứng""",0.9971121,0.0034182114,0.00032777083,0.0
48,test_xxonhrgvtc,"""thời_buổi khó_khăn quá cả nhà em lên miền ngược bán rau xuân sự tuyền nguyễn""",0.99985594,0.00013474368,4.891849e-05,0.0
49,test_xzdzuuwkhg,"""áo_khoác lửng phi thể_thao chất vải thun dày mịn co_giãn về đủ màu nguyên thương""",0.9996067,0.0003514785,8.8229775e-05,0.0
50,test_ylumymmbhc,"""mời các bạn hãy tìm_hiểu các sản_phẩm cây_nước nóng lạnh của chúng_tôi thời_trang tiện_ích giá hợp_lý bảo_hành lâu_dài vận_chuyển miễn_phí tại hn đặc_biệt kèm quà tặng iu thương trong tháng""",0.9999944,6.5916215e-06,1.5398363e-06,0.0
51,test_riohyhxwvr,"""ai quen nguyễn_hữu hoàng thì add friend và được truyền dạy bí kíp bá_đạo nha do bá_đạo quá nên bị mất nick lê_trà my nguyễn_hữu hoàng""",0.999178,0.00064264913,0.000444588,0.0
52,test_zjgewauugx,"""đang đi làm bù vcc đây""",0.9596739,0.04098804,0.0029085684,0.0
53,test_udqbvctwqm,"""lê_thảo linh anh thương""",0.9991177,0.0007236604,0.00029318887,0.0
54,test_rsooaxgqtn,"""huyền_moon nhớ cạo vl cạo ưii""",0.9988566,0.0010762275,8.9600435e-05,0.0
55,test_nkrtiylmik,"""hoa tuyết đr hahak khỏi có cháu luôn""",0.998209,0.001672884,0.00026656277,0.0
56,test_cjbysuxcic,"""phong vigro type yêu con_nít đừng nghĩ rằng trẻ nhỏ luôn lạnh mà chúng luôn có thân_nhiệt cao hơn mình đó nha cho trẻ nằm điều hòa đúng cách là cách giúp trẻ phát_triển tốt""",0.99934125,0.00041595782,0.0003259286,0.0
57,test_ndnulzdmjv,"""po nguyễn_ca sáng từ nha bạn""",0.99864256,0.001065928,0.0004613109,0.0
58,test_nuakzyqgeg,"""mệt_mỏi cần giải_tỏa nỗi buồn""",0.9963829,0.005624836,0.0002775762,0.0
59,test_pchmxniowj,"""đống mỡ thừa""",0.9947622,0.0037960168,0.0009091725,0.0
60,test_swfheuzpgx,"""trả trc tr có sim luôn đỗ_kiều oanh""",0.99819493,0.0016578077,0.00037119325,0.0
61,test_uknqjjtkee,"""lê_văn tài lỗi tại định_mệnh""",0.99783486,0.0015434009,0.0006992013,0.0
62,test_lxtzoxfzpx,"""nghi_ngờ vl""",0.9593869,0.04432334,0.0012972993,0.0
63,test_tjosarbilv,"""vay ai co chg ke chuyen xau cua chg đi con trư hao nua nha""",0.9760995,0.013813158,0.0044786306,0.0
64,test_tcrgimanvs,"""phúc hà tĩnh_học_sinh hà_tĩnh được xét tuyển thẳng đại_học cao_đẳng năm_học_sinh hà_tĩnh được xét tuyển thẳng đại_học cao_đẳng năm theo danh_sách học_sinh lớp được miễn thi kỳ thì thpt quốc_gia mà bộ gd đt vừa công_bố""",0.9990477,0.00066852453,0.0002988837,0.0
65,test_kpoosjinjz,"""nhung hong type mẹ và bé cảm_ơn con đã đến bên ba mẹ ngắm nhìn bộ ảnh sự phát_triển của thai_nhi qua từng tuần tuổi để thấy được sự kì_diệu của tạo_hóa các mẹ nhé""",0.9997549,0.00019463027,8.710223e-05,0.0
66,test_egkxupnexk,"""cường đức shared live video to the group hội thanh_lý đồ mẹ và bé tại hải phòng fm style shop hàng hot chỉ xx chị_em quẹo lựa kẻo hết nhé share để nhận ưu_đãi giá rẻ nhaaa""",0.9999983,1.4646147e-06,1.0456755e-06,0.0
67,test_euosruhegt,"""lay chua ki to_con cau xin duc chua giesu cau bau va ban binh an on lanh cho ck con giuse tran quoc thai som het benh td xin nham loi con cau nguyen men""",0.99508166,0.002524093,0.002250943,0.0
68,test_ljemfsuily,"""xuất_sắc ko điểm dừnggggggg style kín_đáo mà rực_rỡ như này chả sợ lạc hay bị dìm náaaa size thu ha_tuỳ duyên""",0.99980164,0.00022934376,3.598253e-05,0.0
69,test_vliqexafyy,"""bảo sao không aaa không phải đâu tại cái răng ngu đấy chứ""",0.6393254,0.23594975,0.092675045,0.0
70,test_bppvljkfhk,"""ha thuy ship ko bạn ơi nha mình quang_hòa""",0.9999767,2.1929427e-05,9.751365e-06,0.0
71,test_offpwlovzj,"""bạn có_thể mua trả_góp""",0.9998451,0.00016916638,4.3723026e-05,0.0
72,test_jfuawlbmvu,"""nhu_quynh tram giờ hành chánh đi làm má uôi""",0.9247088,0.032388803,0.029205875,0.0
73,test_mxcxosgfzj,"""thi bảo tuyến xinh""",0.9974277,0.0024684833,0.00074254005,0.0
74,test_nmceeruuux,"""nga lưu lê_thu hiền_ngan nhi""",0.99988693,8.4595216e-05,4.3622866e-05,0.0
75,test_lomvncwumd,"""hoang_mang vl tutu hoang""",0.9964565,0.0038106057,0.0003126483,0.0
76,test_dzhfbzpbny,"""jum zara hot_hit vừa ra xuất dư đẹp đét đèn đẹt mặc vừa mát vừa chanh_thị sả dã_man only thuiii ce nhoé full size xs""",0.9999817,1.7516e-05,4.399539e-06,0.0
77,test_obgblnvbuu,"""quang nguyen băng cassette""",0.9994832,0.00045401917,0.00019860134,0.0
78,test_lrfctmkrif,"""cj xinh quá đi""",0.9985948,0.0013125483,0.00020965289,0.0
79,test_zgqwfrjzqn,"""nhiu thu minh cu cho la su that nhung chua chac dok_la su that co nhung loi hua_hua_roi nhung chua bao jo thuc hien nhung thu minh minh qua tin tuong dok la chung thuy nhung chua chac dok la chung thuy nen dung tin tuong va dat niem tin nhiu qua vao mot thu gi dok de roi cai nhan lai chi la gia doi nen cô gái ơi đừng nên đặt niềm tin nhiu quá vào lời ns của ai út ngốk confused cu_li""",0.99760383,0.0015150937,0.00054367434,0.0
80,test_awohyqlemp,"""nguyễn_mạnh phương nguyễn_iq vô_cực""",0.99888206,0.0008614512,0.0003093961,0.0
81,test_hnzkniknrx,"""hầu đó trẻ trâu vl""",0.85937387,0.13020961,0.021185283,0.0
82,test_dvfbskhsln,"""chị check inb giúp em nha chị""",0.9999884,1.1560525e-05,4.33522e-06,0.0
83,test_kgzxoeiyae,"""qua làm_đẹp đi nào nhịn cơm trưa luôn rồi ai đặt lịch chiều nay nào bảo thương tuấn oo""",0.99974716,0.00025674808,6.3989e-05,0.0
84,test_illauxaiur,"""đắng cali đúng rồi vừa đặt vừa đi soi""",0.9993954,0.0004650111,0.00027786428,0.0
85,test_tlzkzxxndn,"""tiếp_tục chương_trình bộ lụa chibi áo dây bèo ngực quần sọoc hình siêu cute hình_ảnh giá cũng dễ_thương lun nè lẻ chất lụa nhẹ mát mặc đảm_bảo phê tới già luôn chị_em hoa_văn hoạ_tiết xinh_xắn dễ_thương nhà cũng phải điệu nha nàng ơiii mạizoooo ảnh thật shop chụp giao hàng toàn_quốc ship cod toàn_quốc ngáo ngu_ngơ""",0.9994133,0.00055254635,6.911788e-05,0.0
86,test_mmzhuocdyd,"""giang đá_quý đâu thế""",0.9998681,0.000106310596,4.0865303e-05,0.0
87,test_wikfchqvzn,"""váy suông màu hồng chẻ chung cưng quá đi từ kg là đẹp nè type""",0.9998844,0.000109543995,3.0062476e-05,0.0
88,test_hyukezodlq,"""đình hợp vũ sắp cứng rồi""",0.9993526,0.000578105,0.000105667306,0.0
89,test_bnpcdwtlkc,"""đứng lên ghế mình xem_dáng cái""",0.99921453,0.0010321686,0.000146401,0.0
90,test_pdyavizyba,"""nhài hương oki tek lấy cái màu hồng lun""",0.99988496,0.0001000228,2.4441246e-05,0.0
91,test_xsaxjujluz,"""váy topic có hk""",0.9998158,0.00019146656,3.4153225e-05,0.0
92,test_fuwyrfsjue,"""trong lúc mình chưa có người_yêu ai muốn tán mình thì tán đi nha đến lúc mình mà có người rồi muốn tán cụng nỏ đk mô nguyễn_lạc type giải_trí khổ_tâm vcđ""",0.9990692,0.0007942592,0.00017901551,0.0
93,test_lqmdgttnzg,"""tắm gà cho gà ăn xong mới tới mình nguyễn_minh liver hoàng minh""",0.9997583,0.00019522353,8.007265e-05,0.0
94,test_pcsqyoluqb,"""cây nha shop""",0.9996221,0.00034255034,0.00010440242,0.0
95,test_opygopqqvh,"""trang chel vnxk xịn giá gốc vân anh short jean lưng tăng đơ thun chất jean dệt_kim cực mềm và co_giãn size đại tương_đương kg kg quần short jean chính hãng chiều dài qua gối đủ cho các bé mix cùng áo polo đo học bé trai hay bé gái đều diện vô_tư nhé các mẹ hàng có sẵn ko phải chờ dài oder chỉ cần chọn size để lại địa_chỉ shop sẽ chip hàng tận nơi dc mua hàng trực_tiếp số ngách ngõ hà_huy tập""",0.9999259,8.583098e-05,1.11927375e-05,0.0
96,test_gmzvhblxiz,"""hồng thắm kênh hài việt bạn không cần đẹp chơi_đẹp được rồi không thương thì buông ghét nhau thì tránh chí_lí quá phải không anh_em cre mượn tv kenhhaiviet muontv thaomyrapper min""",0.9998603,0.00014214516,4.2710883e-05,0.0
97,test_jrdwzogjmu,"""đôi_khi rõ_ràng chúng_ta đã tha_thứ cho người_ta song lại không_thể thực_lòng vui_vẻ đó là bởi_vì chúng_ta quên tha_thứ cho bản_thân mình""",0.99684244,0.003178405,0.00063436874,0.0
98,test_wrwowzyezc,"""lhmanga translation lười chuyển_khoản vl""",0.996153,0.00400416,0.00024826347,0.0
99,test_aketjqchsf,"""gấp gấp nữ làm kiểm hàng tại kcn điềm thụy nhận hs sv làm thêm ngắn_hạn lương tr tr""",0.99963915,0.0003841661,7.4983465e-05,0.0
100,test_bwgpnwqgeg,"""thiên_bình pho chỉ có con_gái mới mang hạnh_phúc lại cho nhau yeahnews phim tình_yêu không có lỗi lỗi bạn thân link youtube""",0.99962986,0.0002992364,0.00014887638,0.0
101,test_ywbrclebnr,"""mưa càng lúc càng to là ntn tự_nhiên sái tay là ntn ntn ntn ntn""",0.93510056,0.09758175,0.0046996432,0.0
102,test_wxjsirxrxk,"""uống nhiều vitamin lắm dồiiiiii có sáng_mắt ra đc tý nào đâuuuuu""",0.9935027,0.007693117,0.00079604285,0.0
103,test_wwbpvxsojo,"""phạm trần_bích_huyền làm hụt_hẫng vl""",0.98772943,0.014349723,0.0005545599,0.0
104,test_hrzetavhxq,"""nguyễn_bá duy chi chua chup duoc phong_vi cac ban di_váng sdthoai""",0.9991824,0.0004854186,0.00045276538,0.0
105,test_jsljswgiab,"""nhìn ghét vl""",0.9435941,0.069108576,0.0017401644,0.0
106,test_ttammudegj,"""tan nhat lzaipni fwatch fv drsxqnkvitw feature dshare tony móm lk chuyến tàu hoàng_hôn cộng_trừ nhân chia hạnh_phúc đơn_sơ follow facebook tony móm đăng_ký kênh để theo_dõi các video mới nhất của móm""",0.99997115,2.3422841e-05,2.0543099e-05,0.0
107,test_nboubhdnyu,"""liver đá đễ biết lpl đá ntn vui vl""",0.9870815,0.01639455,0.0006510799,0.0
108,test_zkywclrcnv,"""bảo thi lại nữa ngủ đi haiz""",0.9986223,0.0013289212,0.00024825023,0.0
109,test_inqauthegw,"""oki trang bữa mô đi hi""",0.99893755,0.0007939856,0.00014770645,0.0
110,test_uahhbdrkvg,"""dị_ứng với kiểu nt như này vl""",0.94815934,0.057411376,0.0023537392,0.0
111,test_mjhdjmgnfi,"""bông_tai siếu siêu_mẫu xinh mà giá rẻ ngất_ngây đôi tô_huyền trân""",0.99998605,1.4089834e-05,5.7663137e-06,0.0
112,test_etgnmxwwks,"""đm toàn nhận fan mc xong đi sủa bậy sợ vl""",0.04306038,0.52785885,0.2508072,1.0
113,test_sxnmwilmwl,"""nếu là vùng kín phải cất của quý chứ""",0.99860024,0.0012605463,0.00041022568,0.0
114,test_uipzgpkqnl,"""hàng có sẵn tại shop đc trương mỹ miumiu ha phương hoa huyền venus""",0.9998306,0.00012755346,5.1427356e-05,0.0
115,test_uicqfiwgsw,"""ngô_văn_tuệ đc hợp_lý này""",0.9995861,0.00027990606,7.673911e-05,0.0
116,test_dwcsbvaghb,"""nguyễn_việt cường vl""",0.99907064,0.0010453749,8.470104e-05,0.0
117,test_jedwiwhqno,"""chủ_tịch giả_vờ đi ăn sáng tại chợ trảng và cái kết nhận được thông_tin có mấy lô đất gần đó giá chỉ_triệu nền cần ra đi gấp trong tuần bao sổ_sách đường lh hoặc để lại sđt""",0.99993384,3.3510012e-05,2.2071108e-05,0.0
118,test_bkpxobfrkd,"""hồng_duyên dm hồi trẻ ai cũng vl""",0.3298343,0.7338768,0.013584903,1.0
119,test_txwqhuyxvn,"""prospan uống đc từ sơ_sinh nhé""",0.99981797,0.0001578832,5.2327367e-05,0.0
120,test_zusizpysaj,"""thuong nguyen tạp_chí xe ferrari gtb cứ màu đỏ là auto hợp mệnh rồi""",0.9992176,0.00058232114,0.00024400193,0.0
121,test_fotmwbftgm,"""check nha""",0.9984395,0.0017423077,0.00029293963,0.0
122,test_zrmebhzqcc,"""khi ba co tiê trong tay chi co ba quên mâ mi nh la ai nhưng khi ba_không co đồng na ca thê giơ se quên đi ba la ai đo la cuô sô ng bill gate đó là lý_do tôi chọn đồng hàng cùng maithảomộc và kemfacexanh chọn đúng sản_phẩm để kinh_doanh bạn sẽ có_thể tự lo cho cuộc_sống của mình tự_lập về tài_chính không sợ người khác coi_thường bà hay stress đến mức khó ăn khó ngủ một tháng kiếm vài triệu là chuyện thường và có_thể hơn nữa nếu cố_gắng đi làm_công mức lương chỉ đó dù làm bnhiu đi_nữa tuyển sỉ mtm vốn từ kfx vốn từ""",0.9998992,0.00013802767,2.4556286e-05,0.0
123,test_dgrrgxomol,"""vẫn nt trc mà nhưng nó bơ quá nên thôi""",0.99144155,0.0097543085,0.0015711526,0.0
124,test_yxdpoedqlk,"""đặng_thái hà ko thích em ơi""",0.999828,0.00013741529,5.763352e-05,0.0
125,test_rsquqgujev,"""uống nc hợp_lí vl""",0.8935234,0.1477411,0.0009804225,0.0
126,test_sijpkihabg,"""lê_phương ciu vl""",0.9944783,0.005740372,0.0003138866,0.0
127,test_nebfmoepvw,"""ăn nhẹ ngày mưa điệp đào is at hẻm hương_lộ""",0.9999021,8.310372e-05,1.9872256e-05,0.0
128,test_oxcijqczxg,"""cay vl luôn""",0.9819378,0.023731515,0.00070585887,0.0
129,test_wzxthgutuo,"""hoangoclan kukubi tân_tiến karaoke ktv đừng vội_vàng đổi_thay đường hưng""",0.99962527,0.0003392908,8.6857464e-05,0.0
130,test_waiuxfymlp,"""son chu tặng kèm dưỡng""",0.999974,2.3916415e-05,1.1195492e-05,0.0
131,test_lrnikaclbb,"""thảo thảo tui đâu có""",0.99878174,0.0010499445,0.00042640785,0.0
132,test_pkevazkefb,"""nước ép trái_cây hạt chia vita food dung_tích ml xuất_xứ thái lan giải_khát ngày hè làm_đẹp da bổ_sung omega omega giàu vitamin và khoáng_chất có nhiều vị lựa_chọn việt_quất cam nho xanh chanh_dây trái_cây hỗn_hợp xoài giá bán_lẻ chai thùng mix vị chai""",0.9999207,4.5629684e-05,2.7821769e-05,0.0
133,test_fgjdyhwprn,"""tuyển nhân_viên bán cafe matcha tại_chỗ đặc_biệt làm_việc ca ca lương ca tiếng ca tiếng liên_hệ gặp anh phong để trao_đổi trực_tiếp công_việc đảm_bảo_úy tín không lừa_đảo không phí đồng_phục trung_gian môi_giới""",0.9999115,7.386005e-05,3.8226197e-05,0.0
134,test_vjiojzefrz,"""co đu luôn vâ""",0.80449957,0.18163335,0.026006388,0.0
135,test_waowjhxzvv,"""rồi sẽ có người nói nó mặt như loz xin thưa đừng nói vậy tội cái loz lắm""",0.037934676,0.3870548,0.6936746,2.0
136,test_vmdrbuglmo,"""giá nay có lạng thôi quất đi gái""",0.99868405,0.0011202439,0.00031395452,0.0
137,test_wtwbezvyhm,"""năm thắng psg ếu nói gì đâu cũng gét thằng psg vl""",0.7679854,0.21914645,0.039855517,0.0
138,test_iqryuesbek,"""cute vl lãng_mạn""",0.9997952,0.00023099802,1.6275162e-05,0.0
139,test_pahzlzmqjn,"""nguyễn_đình thìn nhầm rồi bạn ơi""",0.9966708,0.0037054552,0.0008001336,0.0
140,test_wjxfxwhdbd,"""ngọc_hùng phát cho vk xin vo cty bat dong san ban nha dat_di phải thời lum gao""",0.9999356,4.7001893e-05,3.7802343e-05,0.0
141,test_ebfqhieekf,"""chủ_nhật của chế trần_thanh tuyền added photo and video ill""",0.9996992,0.00028123148,0.00012063066,0.0
142,test_yvwksplncz,"""bé bé xinh_xinh cho các bạn nữ tại charmbeautyspa nail address nguyễn_thái học hg cạnh đầu cầu mới contact""",0.9998846,9.3657174e-05,5.6458885e-05,0.0
143,test_wzixggavvu,"""luôn_luôn cố_gắng chăm làm cám_ơn khách iu""",0.9999304,5.9593454e-05,3.5963458e-05,0.0
144,test_xbeorhrrcb,"""thật không_thể tin nổi ngày đó mình xạo ke vlin""",0.98412925,0.018689765,0.0014734048,0.0
145,test_bnqstguhjf,"""a_ hồng thái nguyễn_kim cheo chíp""",0.9988819,0.000581485,0.0007165314,0.0
146,test_vivkevoryu,"""có con không có chồng đc hk liễu lâm silly""",0.9998781,0.00013032192,2.4647528e-05,0.0
147,test_dtpmdzlhhx,"""kỉ_niệm năm ngày cưới ba mẹ không lời gì chỉ lời mỗi cục vàng này thương lê_tú bùi""",0.999686,0.0002832162,7.357345e-05,0.0
148,test_azbwxsouam,"""hóng""",0.99655324,0.003923543,0.0005706531,0.0
149,test_kgsqmixfan,"""hy_vọng show này sẽ tốt con hén ngô_trung hiếu song nhi nguyen""",0.999824,0.00011910693,0.00011280062,0.0
150,test_rpvoateuly,"""lý hồng quyên cẩm_tiên linkyoutube dù ta không bên nhau nhưng vẫn yêu chờ_đợi trong màn đêm hiu_quạnh cơn gió lạnh làm tái_tê khiến cho nhớ thật nhiều cover by me""",0.99984694,0.00018863425,3.822288e-05,0.0
151,test_adqfxcqmnk,"""những đơn hàng body ngậm ngọc đầu_tiên xuất_xưởng đại_lý vũ_thị hương sp đại_lý oanh oanh sp xuất hàng tối muộn đỗ_hoà oanh oanh""",0.9998924,6.754579e-05,3.1843672e-05,0.0
152,test_oufxwpkeqx,"""cuộc_sống ngay cả khi có một ngàn lý_do để làm cho bạn thất_vọng bạn vẫn phải tìm triệu lý_do để giữ nụ cười ngô_hải đång updated his ngô_hải đång""",0.99990016,0.00013175712,1.4190309e-05,0.0
